league,match_date,round_number,home_team,away_team,home_score,away_score,team,venue,ball_possession,total_shots,shots_on_target,shots_off_target,shots_inside_box,shots_outside_box,blocked_shots,expected_goals,big_chances,big_chances_scored,big_chances_missed,passes,accurate_passes,pass_accuracy_pct,long_balls_total,long_balls_value,long_balls_pct,crosses_total,crosses_value,crosses_pct,dribbles_total,dribbles_value,dribbles_pct,duels,ground_duels_total,ground_duels_value,ground_duels_pct,aerial_duels_total,aerial_duels_value,aerial_duels_pct,total_tackles,tackles,tackles_won,fouls,yellow_cards,offsides,corner_kicks,throw_ins,goal_kicks,free_kicks,clearances,interceptions,recoveries,dispossessed,hit_woodwork,through_balls,total_saves,goalkeeper_saves,big_saves,high_claims,goals_prevented,errors_lead_to_a_goal,errors_lead_to_a_shot,final_third_phase_total,final_third_phase_value,final_third_phase_pct,final_third_entries,touches_in_penalty_area,fouled_in_final_third,attack,attack_pct,ball_safe,ball_safe_pct,dangerous_attack,dangerous_attack_pct,xg_actual
turquia_super_lig_2026_2027,2026-08-29,3,Gaziantep FK,Çaykur Rizespor,1,2,Çaykur Rizespor,away,44,10,4,4,5,5,2,1.17,3,2,1,401,327,81.5,54,25,46,11,4,36,12,6,50,48,68,32,47,21,11,52,18,18,56,17,2,2,0,21,6,10,34,15,49,4,0,,4,4,1,2,-0.11,,,96,54,56,48,18,1,90,27,96,57,35,16,0.93
turquia_super_lig_2026_2027,2026-08-30,3,Başakşehir FK,Kasımpaşa,1,1,Başakşehir FK,home,64,12,2,7,4,8,3,0.76,1,0,1,640,562,87.8,82,55,67,22,5,23,15,7,47,43,58,28,48,25,8,32,9,9,56,11,3,2,5,17,6,13,14,9,49,4,2,1,2,2,1,0,0.08,0,3,155,112,72,63,19,0,158,22,127,48,78,30,0.76
turquia_super_lig_2026_2027,2026-08-30,3,Başakşehir FK,Kasımpaşa,1,1,Kasımpaşa,away,36,12,3,6,5,7,3,1.69,2,1,1,362,278,76.8,61,29,48,9,1,11,13,7,54,57,58,30,52,25,17,68,12,12,67,13,1,3,3,17,12,11,26,6,42,3,0,0,1,1,0,2,-0.7,1,0,71,43,61,36,14,1,90,21,84,52,43,27,1.59
turquia_super_lig_2026_2027,2026-08-30,3,Eyüpspor,Alanyaspor,2,1,Alanyaspor,away,37,7,2,3,4,3,2,0.66,1,1,0,292,225,77.1,43,14,33,9,2,22,3,2,67,51,61,25,41,31,22,71,8,8,50,22,1,3,2,13,9,16,23,7,42,1,0,1,2,2,1,,0.11,,,60,31,52,40,8,2,48,21,54,61,27,18,0.62
turquia_super_lig_2026_2027,2026-08-30,3,Eyüpspor,Alanyaspor,2,1,Eyüpspor,home,63,11,4,5,6,5,2,1.48,4,1,3,484,418,86.4,60,25,42,17,3,18,16,12,75,49,61,36,59,31,9,29,2,2,0,16,3,1,1,18,5,22,18,6,49,4,0,1,1,1,0,,0.39,,,96,63,66,57,14,8,66,24,62,41,43,35,1.32
turquia_super_lig_2026_2027,2026-08-30,3,Samsunspor,Fenerbahçe,0,2,Fenerbahçe,away,42,15,7,6,13,2,2,1.56,3,,3,404,345,85.4,47,23,49,10,5,50,12,7,58,60,70,40,57,13,10,77,20,20,70,18,1,2,6,10,8,13,23,11,53,4,1,2,0,0,0,2,0.0,0,1,99,69,70,50,29,1,69,20,74,53,36,27,1.58
turquia_super_lig_2026_2027,2026-08-30,3,Samsunspor,Fenerbahçe,0,2,Samsunspor,home,58,6,0,3,3,3,3,0.46,0,,0,552,495,89.7,51,29,57,20,4,20,13,4,31,40,70,30,43,13,3,23,9,9,33,13,0,3,1,16,6,18,18,3,50,11,0,0,5,5,2,0,0.04,1,0,137,109,80,57,14,1,67,22,72,57,39,21,0.46
turquia_super_lig_2026_2027,2026-08-31,3,Amed Sportif Faaliyetler,Trabzonspor,2,1,Amed Sportif Faaliyetler,home,40,17,7,8,11,6,2,2.39,3,2,1,352,275,78.1,50,18,36,9,2,22,13,8,62,52,74,37,50,15,9,60,20,20,60,18,5,4,2,18,3,9,27,6,58,9,0,,4,4,3,0,0.87,0,0,74,41,55,45,21,2,64,25,78,44,42,31,2.98
turquia_super_lig_2026_2027,2026-08-31,3,Amed Sportif Faaliyetler,Trabzonspor,2,1,Trabzonspor,away,60,8,5,1,6,2,2,0.84,2,1,1,528,452,85.6,60,29,48,13,1,8,20,6,30,48,74,37,50,15,6,40,14,14,57,10,3,3,5,20,12,18,17,8,45,6,0,,5,5,2,1,0.75,1,1,111,69,62,65,12,2,104,23,99,54,45,23,0.84
turquia_super_lig_2026_2027,2026-08-31,3,Beşiktaş JK,Çorum FK,6,2,Beşiktaş JK,home,52,18,7,5,15,3,6,2.86,5,4,1,408,344,84.3,37,20,54,18,1,6,18,10,56,52,66,36,55,16,7,44,16,16,75,9,2,5,8,17,5,10,16,9,54,11,2,1,1,1,,,-1.14,,,116,80,69,47,34,3,61,11,60,38,40,51,2.87
turquia_super_lig_2026_2027,2026-08-31,3,Beşiktaş JK,Çorum FK,6,2,Çorum FK,away,48,11,3,3,3,8,5,0.59,1,1,0,388,327,84.3,58,29,50,13,3,23,12,4,33,48,66,30,45,16,9,56,19,19,68,11,3,4,6,11,5,9,25,14,46,8,0,0,1,1,,,-2.94,,,76,44,58,47,11,1,64,23,66,48,29,29,0.59
