league,match_date,round_number,home_team,away_team,home_score,away_score,team,venue,ball_possession,total_shots,shots_on_target,shots_off_target,shots_inside_box,shots_outside_box,blocked_shots,expected_goals,big_chances,big_chances_scored,big_chances_missed,passes,accurate_passes,pass_accuracy_pct,long_balls_total,long_balls_value,long_balls_pct,crosses_total,crosses_value,crosses_pct,dribbles_total,dribbles_value,dribbles_pct,duels,ground_duels_total,ground_duels_value,ground_duels_pct,aerial_duels_total,aerial_duels_value,aerial_duels_pct,total_tackles,tackles,tackles_won,fouls,yellow_cards,offsides,corner_kicks,throw_ins,goal_kicks,free_kicks,clearances,interceptions,recoveries,dispossessed,hit_woodwork,through_balls,total_saves,goalkeeper_saves,big_saves,high_claims,goals_prevented,errors_lead_to_a_goal,errors_lead_to_a_shot,final_third_phase_total,final_third_phase_value,final_third_phase_pct,final_third_entries,touches_in_penalty_area,fouled_in_final_third,attack,attack_pct,ball_safe,ball_safe_pct,dangerous_attack,dangerous_attack_pct,xg_actual
belgica_pro_league_2026_2027,2026-08-07,1,Club Brugge KV,KV Kortrijk,3,0,Club Brugge KV,home,74,20,8,7,13,7,5,3.85,5,3,2,778,701,90.1,29,17,59,18,7,39,23,11,48,59,69,36,52,24,19,79,15,15,60,6,1,2,6,24,4,9,16,5,53,12,0,,2,2,1,,0.17,,0,219,176,80,92,40,4,83,36,53,23,51,41,3.75
belgica_pro_league_2026_2027,2026-08-07,1,Club Brugge KV,KV Kortrijk,3,0,KV Kortrijk,away,26,9,3,2,5,4,4,0.86,1,0,1,276,189,68.5,65,15,23,6,0,0,8,4,50,41,69,33,48,24,5,21,24,24,63,10,1,1,1,17,9,6,19,7,50,11,0,,5,5,2,,0.17,,1,66,38,58,32,10,0,59,35,54,49,18,16,1.02
belgica_pro_league_2026_2027,2026-08-08,1,KVC Westerlo,Royale Union Saint-Gilloise,1,5,KVC Westerlo,home,55,12,3,4,8,4,5,0.74,0,0,0,534,437,81.8,45,11,24,14,4,29,21,8,38,43,67,28,42,23,11,48,12,12,58,12,1,0,4,25,10,8,24,9,57,9,0,0,4,4,,1,-2.26,,1,121,76,63,57,13,1,93,23,99,53,34,24,0.76
belgica_pro_league_2026_2027,2026-08-08,1,KVC Westerlo,Royale Union Saint-Gilloise,1,5,Royale Union Saint-Gilloise,away,45,19,10,5,15,4,4,1.73,4,2,2,438,346,79.0,60,28,47,16,6,38,13,6,46,57,67,39,58,23,12,52,22,22,55,8,2,4,5,19,3,12,24,9,64,5,0,1,2,2,,0,-0.11,,0,132,86,65,57,38,2,83,20,80,46,45,34,1.79
belgica_pro_league_2026_2027,2026-08-08,1,Sint-Truidense VV,Lommel SK,1,1,Lommel SK,away,34,9,2,4,7,2,3,1.72,2,1,1,341,263,77.1,54,18,33,10,2,20,21,10,48,44,74,33,45,25,11,44,11,11,55,7,0,4,2,18,18,12,43,13,41,10,2,1,3,3,,,0.0,,0,71,46,65,30,24,2,81,36,99,52,38,12,1.49
belgica_pro_league_2026_2027,2026-08-08,1,Sint-Truidense VV,Lommel SK,1,1,Sint-Truidense VV,home,66,32,4,14,20,12,14,2.23,1,0,1,635,569,89.6,46,36,78,46,11,24,20,14,70,56,74,41,55,25,14,56,21,21,43,13,1,3,6,17,6,7,20,7,57,5,1,1,1,1,,,-0.12,,1,219,187,85,65,53,1,120,24,86,35,92,41,1.99
belgica_pro_league_2026_2027,2026-08-08,1,Standard Liège,Cercle Brugge,2,2,Cercle Brugge,away,44,18,2,11,12,6,5,1.44,1,1,0,366,287,78.4,56,26,46,28,8,29,23,8,35,48,80,35,44,39,22,56,19,19,63,13,1,1,11,20,12,9,33,13,58,11,0,0,2,2,,0,-0.42,,1,85,53,62,43,32,0,78,21,84,46,37,33,1.45
belgica_pro_league_2026_2027,2026-08-08,1,Standard Liège,Cercle Brugge,2,2,Standard Liège,home,56,20,6,8,15,5,6,3.56,4,2,2,484,385,79.5,59,34,58,17,5,29,16,7,44,52,80,45,56,39,17,44,26,26,54,9,1,0,7,21,8,13,23,12,59,10,1,1,0,0,,4,-0.49,,0,133,92,69,61,38,2,96,26,92,39,50,35,2.6
belgica_pro_league_2026_2027,2026-08-09,1,KAA Gent,KV Mechelen,2,0,KAA Gent,home,53,15,8,4,10,5,3,1.18,2,1,1,516,437,84.7,69,38,55,19,7,37,9,4,44,60,66,39,59,25,16,64,25,25,68,11,0,1,4,23,4,11,17,7,46,7,0,,2,2,0,,0.22,,1,111,72,65,58,25,1,92,23,70,48,44,29,1.17
belgica_pro_league_2026_2027,2026-08-09,1,KAA Gent,KV Mechelen,2,0,KV Mechelen,away,47,5,2,2,3,2,1,0.26,0,0,0,462,383,82.9,52,25,48,13,0,0,9,4,44,40,66,27,41,25,9,36,12,12,58,11,1,1,1,27,7,11,21,14,48,20,0,,7,7,2,,0.45,,3,132,97,73,60,10,2,72,26,79,48,34,26,0.34
